amenity_name,lat,lng,building,address,postal
88 TANGLIN HALT ROAD ,1.30178506364186,103.798226442608,CARE CORNER FAMILY SERVICE CENTRE (QUEENSTOWN),CARE CORNER FAMILY SERVICE CENTRE (QUEENSTOWN),141088
279 BALESTIER ROAD ,1.32269359217429,103.852094030171,VICTORY LIFE CHRISTIAN SCHOOL,VICTORY LIFE CHRISTIAN SCHOOL,329727
604 SEMBAWANG ROAD ,1.44182470675733,103.824845207237,SEMBAWANG SHOPPING CENTRE,SEMBAWANG SHOPPING CENTRE,758459
277 ORCHARD ROAD ,1.30048912114759,103.839325098352,JEN SINGAPORE ORCHARDGATEWAY BY SHANGRI-LA,JEN SINGAPORE ORCHARDGATEWAY BY SHANGRI-LA,238858
3 SIMEI STREET 6 ,1.34269199750599,103.953050756306,DBS NTUC SIMEI,DBS NTUC SIMEI,528833
35 STUDENTS WALK,1.34842266576961,103.685434201207,NANYANG TECHNOLOGICAL UNIVERSITY (CANTEEN 2),NANYANG TECHNOLOGICAL UNIVERSITY (CANTEEN 2),639548
1 VISTA EXCHANGE GREEN,1.3068719300898,103.788474398043,THE STAR,THE STAR,138617
19 ENG KONG TERRACE,1.3364085024668,103.768270552015,ENG KONG PARK,ENG KONG PARK,598991
313 TANJONG KATONG ROAD,1.30608655778768,103.896150403005,NIL,313 TANJONG KATONG ROAD SINGAPORE 437096,437096
406A SEMBAWANG DRIVE ,1.45238757319957,103.817440100888,MULTI STOREY CAR PARK,MULTI STOREY CAR PARK,751406
100 SEMBAWANG DRIVE ,1.46092468732297,103.817179770561,NIL,100 SEMBAWANG DRIVE SINGAPORE 756998,756998
131 KILLINEY ROAD ,1.29731616717126,103.838541255824,CGH BUILDING,CGH BUILDING,239571
259 PASIR RIS STREET 21 ,1.36645364037722,103.964598499523,OCBC LOYANG POINT,OCBC LOYANG POINT,510259
3 GATEWAY DRIVE ,1.33415752008876,103.742766489597,UOB WESTGATE,UOB WESTGATE,608532
3155 COMMONWEALTH AVENUE WEST,1.31555354277949,103.764596439304,CITIBANK CLEMENTI MALL,CITIBANK CLEMENTI MALL,129588
442 JURONG WEST AVENUE 1 ,1.35151847519437,103.719496480131,NIL,442 JURONG WEST AVENUE 1 SINGAPORE 640442,640442
6 MARINE PARADE CENTRAL,1.30134714783304,103.907183612906,NIL,6 MARINE PARADE CENTRAL SINGAPORE 449411,449411
2 MARINA BOULEVARD ,1.28076943476846,103.852658562152,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,018987
23 MANDAI ESTATE ,1.40631205409106,103.760561705557,WESTLITE JUNIPER,WESTLITE JUNIPER,729937
810 CHOA CHU KANG AVENUE 7 ,1.3740546176425,103.746160942106,KEAT HONG COLOURS,KEAT HONG COLOURS,680810
107 TAMPINES STREET 11 ,1.34837105821583,103.948128928872,DBS NTUC TAMPINES STREET 11,DBS NTUC TAMPINES STREET 11,521107
36 HOLLAND DRIVE ,1.30918303313868,103.792640480326,UOB BUONA VISTA COMMUNITY CLUB,UOB BUONA VISTA COMMUNITY CLUB,270036
277C COMPASSVALE LINK ,1.38233698966981,103.893607838756,ASPELLA,ASPELLA,543277
475 CHOA CHU KANG AVENUE 3 ,1.37789727709418,103.739015486021,OCBC SUNSHINE PLACE,OCBC SUNSHINE PLACE,680475
70 TUAS SOUTH AVENUE 1 ,1.31409942872378,103.625894546863,TUAS VIEW DORMITORY,TUAS VIEW DORMITORY,637285
1 TAMPINES WALK,1.35218046898785,103.940598001519,DBS OUR TAMPINES HUB,DBS OUR TAMPINES HUB,528523
280 TAMPINES STREET 22 ,1.34753519689194,103.951702776881,NIL,280 TAMPINES STREET 22 SINGAPORE 520280,520280
39 LOWLAND ROAD,1.36140252859334,103.883163889476,NIL,39 LOWLAND ROAD SINGAPORE 547441,547441
58 MARINE TERRACE ,1.30611781253448,103.914026029355,MARINE TERRACE HAVEN,MARINE TERRACE HAVEN,440058
31A TANAH MERAH COAST ROAD ,1.32187768746827,103.987506651389,SSKBJV PACKAGE 1 WORKER DORMITORY,SSKBJV PACKAGE 1 WORKER DORMITORY,498720
599 GEYLANG ROAD ,1.31420608181449,103.88669948112,GEYLANG CONSERVATION AREA,GEYLANG CONSERVATION AREA,389538
50 NANYANG AVENUE ,1.34458794516981,103.682758049858,OCBC NANYANG TECHNOLOGICAL UNIVERSITY (NS3-01-10),OCBC NANYANG TECHNOLOGICAL UNIVERSITY (NS3-01-10),639798
934 EAST COAST ROAD,1.31230757275549,103.925234546756,NIL,934 EAST COAST ROAD SINGAPORE 459125,459125
682 HOUGANG AVENUE 4 ,1.37361587694624,103.885758919948,DBS NTUC HOUGANG AVENUE 4,DBS NTUC HOUGANG AVENUE 4,530682
500 OLD CHOA CHU KANG ROAD ,1.37761084648511,103.718403750945,SUNGEI TENGAH LODGE,SUNGEI TENGAH LODGE,698924
5 UPPER BOON KENG ROAD ,1.31265449628072,103.872541799007,KALLANG HEIGHTS,KALLANG HEIGHTS,380005
1 JALAN BERSEH ,1.30778509510261,103.857010982845,NIL,1 JALAN BERSEH SINGAPORE 209037,209037
1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975,UOB BUKIT TIMAH PLAZA,UOB BUKIT TIMAH PLAZA,588996
6 MANDAI LINK,1.40957582177889,103.756234868343,NIL,6 MANDAI LINK SINGAPORE 728652,728652
447A JALAN KAYU ,1.39213828470085,103.872490555974,DBS JALAN KAYU 447A,DBS JALAN KAYU 447A,791447
65 AIRPORT BOULEVARD ,1.35437074082484,103.985169645053,DBS CHANGI AIRPORT TERMINAL 3 BASEMENT 2,DBS CHANGI AIRPORT TERMINAL 3 BASEMENT 2,819663
756 UPPER SERANGOON ROAD ,1.35348082277147,103.878828134896,UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON SHOPPING CENTRE,534626
308C PUNGGOL WALK ,1.40800694944027,103.899074357998,WATERWAY TERRACES I,WATERWAY TERRACES I,823308
502 WEST COAST DRIVE ,1.31193388099262,103.759080462665,OCBC WEST COAST DRIVE - FAIRPRICE,OCBC WEST COAST DRIVE - FAIRPRICE,120502
1 JALAN DUSUN ,1.32696539864482,103.84367423097,ONE DUSUN RESIDENCES,ONE DUSUN RESIDENCES,329363
70 WOODLANDS AVENUE 7 ,1.44056973074732,103.80104928343,DBS ADMIRALTY MRT STATION,DBS ADMIRALTY MRT STATION,738344
6 TUAS SOUTH STREET 15 ,1.27067711513742,103.636144793048,CDPL (TUAS) DORMITORY,CDPL (TUAS) DORMITORY,636906
148F PASIR PANJANG ROAD,1.27660174555781,103.79200943968,NIL,148F PASIR PANJANG ROAD SINGAPORE 118553,118553
461 YISHUN AVENUE 6 ,1.42841338853064,103.84997365333,BLOSSOM SPRING @ YISHUN,BLOSSOM SPRING @ YISHUN,760461
878C TAMPINES AVENUE 8 ,1.35126411286423,103.929363834798,TAMPINES GREENFOREST,TAMPINES GREENFOREST,523878
225 OUTRAM ROAD,1.2834507756763,103.835371238027,NIL,225 OUTRAM ROAD SINGAPORE 169038,169038
23 PENJURU WALK ,1.31800980644852,103.73194890136,CASSIA AT PENJURU,CASSIA AT PENJURU,608537
1 PASIR RIS CENTRAL STREET 3 ,1.37244981718271,103.949715695281,UOB WHITE SANDS MALL,UOB WHITE SANDS MALL,518457
371 BEACH ROAD ,1.30231590504573,103.862331661034,CITY GATE,CITY GATE,199597
430 UPPER CHANGI ROAD ,1.3317758150305,103.946201241591,EAST VILLAGE,EAST VILLAGE,487048
18B CIRCUIT ROAD ,1.32918105126141,103.888248441219,MACPHERSON RESIDENCY,MACPHERSON RESIDENCY,372018
105 CANBERRA STREET ,1.44885564679911,103.832409172149,EASTBROOK @ CANBERRA,EASTBROOK @ CANBERRA,750105
33 SENGKANG WEST AVENUE ,1.39130622992517,103.876085067727,SHAW THEATRES SELETAR,SHAW THEATRES SELETAR,797653
776 PASIR RIS STREET 71 ,1.37461117497015,103.937175821555,NIL,776 PASIR RIS STREET 71 SINGAPORE 510776,510776
440 BUKIT BATOK WEST AVENUE 8 ,1.35572308109486,103.739303105372,WEST RIDGES @ BUKIT BATOK,WEST RIDGES @ BUKIT BATOK,650440
720 CLEMENTI WEST STREET 2 ,1.30246408847832,103.763750972451,NIL,720 CLEMENTI WEST STREET 2 SINGAPORE 120720,120720
56 TANGLIN ROAD ,1.30561167112637,103.822962948283,WEE CARE KINDERGARTEN,WEE CARE KINDERGARTEN,247964
925 YISHUN CENTRAL 1 ,1.42750549654333,103.837125284539,NIL,925 YISHUN CENTRAL 1 SINGAPORE 760925,760925
16 ENGGOR STREET,1.27461794103822,103.844319553688,ALTEZ,ALTEZ,079717
231 SUMANG LANE ,1.40205998268188,103.892211658905,MATILDA COURT,MATILDA COURT,820231
253 CHOA CHU KANG AVENUE 1 ,1.37743963470097,103.744383225684,UOB CHOA CHU KANG AVENUE 1,UOB CHOA CHU KANG AVENUE 1,680253
442 ORCHARD ROAD ,1.30766860940267,103.828164396352,CLAYMORE CONNECT,CLAYMORE CONNECT,238879
21 CHOA CHU KANG NORTH 6 ,1.39696992267974,103.746443198224,YEWTEE POINT,YEWTEE POINT,689578
4 LORONG 7 TOA PAYOH ,1.33904479767405,103.855618338722,SKYLACE LEARNING HUB PTE LTD,SKYLACE LEARNING HUB PTE LTD,310004
23 KAKI BUKIT ROAD 3 ,1.33733862669183,103.903735075266,THE LEO,THE LEO,415812
10 TAMPINES CENTRAL 1 ,1.35420430432819,103.945051968029,HSBC TAMPINES BRANCH,HSBC TAMPINES BRANCH,529536
180 WOODLANDS INDUSTRIAL PARK E5 ,1.45200129785274,103.79268387285,WOODLANDS AUTO HUB,WOODLANDS AUTO HUB,757512
1 NORTHPOINT DRIVE ,1.42875460572994,103.836324536111,NEE SOON CENTRAL COMMUNITY CLUB,NEE SOON CENTRAL COMMUNITY CLUB,768019
200 UPPER THOMSON ROAD ,1.35184499157062,103.836053648292,THOMSON IMPERIAL COURT,THOMSON IMPERIAL COURT,574424
180 DEPOT ROAD ,1.28220135422008,103.803023756097,THE INTERLACE,THE INTERLACE,109684
451 BUKIT BATOK WEST AVENUE 6 ,1.35303717968525,103.743942567711,WEST TERRA @ BUKIT BATOK,WEST TERRA @ BUKIT BATOK,650451
11 TECH PARK CRESCENT ,1.31100240690691,103.631572303038,TUAS TECHPARK,TUAS TECHPARK,638121
80 LORONG LIMAU ,1.32368561098529,103.855791107736,DBS NTUC LORONG LIMAU,DBS NTUC LORONG LIMAU,320080
1 SENGKANG SQUARE ,1.3920543053799,103.895063884132,OCBC COMPASS ONE BRANCH,OCBC COMPASS ONE BRANCH,545078
17 KIAN TECK LANE ,1.33314578370484,103.695248109449,BLUE STARS DORMITORY,BLUE STARS DORMITORY,627851
446 FAJAR ROAD ,1.38400582466296,103.771029603101,FAJAR SHOPPING CENTRE,FAJAR SHOPPING CENTRE,670446
2 JURONG EAST CENTRAL 1 ,1.33335548871256,103.740182040775,J'DEN,J'DEN,609731
28 DOVER CRESCENT ,1.30446092675742,103.781779696748,DBS NTUC DOVER CRESCENT,DBS NTUC DOVER CRESCENT,130028
57 JALAN TUA KONG,1.31595937666575,103.925443851261,SOUTH UNION PARK,SOUTH UNION PARK,457253
768 WOODLANDS AVENUE 6 ,1.44571784134906,103.798166316676,CENTRAL 24-HR CLINIC (WOODLANDS),CENTRAL 24-HR CLINIC (WOODLANDS),730768
583 ORCHARD ROAD,1.30655430501572,103.828652459744,CITIBANK FORUM THE SHOPPING MALL,CITIBANK FORUM THE SHOPPING MALL,238884
115 BEDOK NORTH ROAD ,1.33143368792839,103.93686541135,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN 115 (CC),PCF SPARKLETOTS PRESCHOOL @ FENGSHAN 115 (CC),460115
144 UPPER BUKIT TIMAH ROAD ,1.34239508820554,103.776468301093,KINDER GROWTH PTE LTD,KINDER GROWTH PTE LTD,588177
279 SENGKANG EAST AVENUE ,1.38621835549802,103.892995495476,DBS NTUC SENGKANG EAST AVENUE/279,DBS NTUC SENGKANG EAST AVENUE/279,540279
507 YISHUN AVENUE 4 ,1.41517413065244,103.839827784744,ANGSANA BREEZE @ YISHUN,ANGSANA BREEZE @ YISHUN,760507
311 NEW UPPER CHANGI ROAD ,1.32475054237912,103.92918919889,DBS BEDOK MALL 1,DBS BEDOK MALL 1,467360
962 JURONG WEST STREET 91 ,1.34201784072118,103.691483114884,NIL,962 JURONG WEST STREET 91 SINGAPORE 640962,640962
1 HOUGANG STREET 91 ,1.37560985710478,103.879407455354,UOB HOUGANG 1,UOB HOUGANG 1,538692
7 JURONG WEST AVENUE 5,1.34878489718303,103.703415655017,NIL,7 JURONG WEST AVENUE 5 SINGAPORE 649486,649486
503 JURONG WEST AVENUE 1 ,1.34995541462242,103.71770480961,HONG KAH POINT,HONG KAH POINT,640503
785E WOODLANDS RISE ,1.44679259535344,103.80548353376,WOODLANDS PASTURE II,WOODLANDS PASTURE II,735785
181 LORONG 4 TOA PAYOH ,1.33361936151806,103.850978678264,NIL,181 LORONG 4 TOA PAYOH SINGAPORE 310181,310181
991 BUANGKOK LINK ,1.38433426615655,103.881623070164,BUANGKOK SQUARE,BUANGKOK SQUARE,530991
1 BUKIT BATOK CENTRAL LINK ,1.34992152880216,103.749171990184,BUKIT BATOK CENTRAL POST OFFICE,BUKIT BATOK CENTRAL POST OFFICE,658713
872C TAMPINES STREET 86 ,1.35530533818727,103.931659088071,OCBC TAMPINES STREET 86 - FAIRPRICE,OCBC TAMPINES STREET 86 - FAIRPRICE,523872
215 ANG MO KIO AVENUE 1 ,1.36648772103091,103.841853392645,KITS4KIDS SPECIAL SCHOOL,KITS4KIDS SPECIAL SCHOOL,560215
505 TAMPINES CENTRAL 1 ,1.3555484823662,103.945616071023,TAMPINES HEART,TAMPINES HEART,520505
18 TAI SENG STREET ,1.33641921475965,103.888804925899,DBS NTUC MAPLETREE18,DBS NTUC MAPLETREE18,539775
464 UPPER BUKIT TIMAH ROAD,1.36012368217462,103.767542220363,THE RAIL MALL,THE RAIL MALL,678077
168 PUNGGOL FIELD ,1.39425629780831,103.913043510411,OCBC PUNGGOL PLAZA,OCBC PUNGGOL PLAZA,820168
236 JOO CHIAT ROAD,1.311723245498,103.900604772211,NIL,236 JOO CHIAT ROAD SINGAPORE 427493,427493
181 ORCHARD ROAD ,1.30083890839245,103.839434733899,ORCHARD CENTRAL,ORCHARD CENTRAL,238896
20 GREENWOOD AVENUE,1.33149129253859,103.806809027748,HILLCREST PARK,HILLCREST PARK,289215
61 CHOA CHU KANG DRIVE ,1.3976916943313,103.747506785575,UOB YEW TEE MRT STATION,UOB YEW TEE MRT STATION,689715
491 RIVER VALLEY ROAD ,1.29301785120185,103.826940805171,VALLEY POINT SHOPPING CENTRE,VALLEY POINT SHOPPING CENTRE,248371
201B TAMPINES STREET 21 ,1.35345315769813,103.953009918868,NIL,201B TAMPINES STREET 21 SINGAPORE 522201,522201
4 JALAN MAT JAMBOL ,1.27685386351985,103.791742171785,BIJOU,BIJOU,119555
280 WOODLANDS INDUSTRIAL PARK E5 ,1.45132505713202,103.79109517658,HARVEST @ WOODLANDS,HARVEST @ WOODLANDS,757322
160 CHANGI ROAD ,1.3167232592555,103.902443640278,HEXACUBE,HEXACUBE,419728
292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486,SKYPEAK @ BUKIT BATOK,SKYPEAK @ BUKIT BATOK,650292
330 ANCHORVALE STREET ,1.3968497990014,103.889246755784,ANCHORVALE HARVEST,ANCHORVALE HARVEST,540330
310 GEYLANG ROAD,1.31245131450842,103.879622127227,NIL,310 GEYLANG ROAD SINGAPORE 389349,389349
49 ADMIRALTY ROAD WEST,1.4613885444488,103.818111265911,COCHRANE LODGE II,COCHRANE LODGE II,757444
9 BISHAN PLACE ,1.3501820033849,103.848515664081,CITIBANK BISHAN JUNCTION 8,CITIBANK BISHAN JUNCTION 8,579837
739A BEDOK RESERVOIR ROAD ,1.33824203227296,103.923303932165,RESERVOIR VILLAGE,RESERVOIR VILLAGE,471739
2 JALAN LOKAM ,1.34560719747232,103.882695128109,KENSINGTON SQUARE,KENSINGTON SQUARE,537846
293 HOLLAND ROAD,1.31754555939886,103.785850542515,COLD STORAGE JELITA,COLD STORAGE JELITA,278628
133 NEW BRIDGE ROAD ,1.28526967945116,103.845037770312,LAWNET & CRIMSONLOGIC SERVICE BUREAU,LAWNET & CRIMSONLOGIC SERVICE BUREAU,059413
612 PUNGGOL DRIVE ,1.40416431665459,103.909117742952,DBS NTUC 612 PUNGGOL DRIVE,DBS NTUC 612 PUNGGOL DRIVE,821612
233 ANG MO KIO AVENUE 3 ,1.36754924977907,103.836740628478,KEBUN BARU PALM VIEW,KEBUN BARU PALM VIEW,560233
2 SERANGOON ROAD ,1.30462871949255,103.852226984633,TEKKA PLACE,TEKKA PLACE,218227
50 WOODLANDS INDUSTRIAL PARK E4 ,1.45025875777465,103.794823954933,WOODLANDS LODGE ONE,WOODLANDS LODGE ONE,757388
90 HOUGANG AVENUE 10 ,1.37231186447501,103.893661609307,SUNFLOWER PRESCHOOL @ HOUGANG (PTE. LTD.),SUNFLOWER PRESCHOOL @ HOUGANG (PTE. LTD.),538766
506 TAMPINES CENTRAL 1 ,1.35595238706011,103.945937400867,NIL,506 TAMPINES CENTRAL 1 SINGAPORE 520506,520506
71 KALLANG BAHRU ,1.3209929422065,103.870389998344,NIL,71 KALLANG BAHRU SINGAPORE 330071,330071
91 TELOK BLANGAH STREET 31 ,1.27627970533812,103.806955809842,TELOK BLANGAH PARCVIEW,TELOK BLANGAH PARCVIEW,100091
2 BAYFRONT AVENUE ,1.28423496027027,103.858982282698,THE SHOPPES AT MARINA BAY SANDS,THE SHOPPES AT MARINA BAY SANDS,018972
8A MARINA BOULEVARD ,1.28023825446086,103.853369662547,MARINA BAY LINK MALL,MARINA BAY LINK MALL,018984
146 JALAN BUKIT MERAH ,1.27774718607366,103.830993209613,ZERO HOSTEL,ZERO HOSTEL,160146
27 WOODLANDS SECTOR 1 ,1.45464655649548,103.804476731799,WOODLANDS DORMITORY,WOODLANDS DORMITORY,738252
100 HOUGANG AVENUE 10 ,1.37177996112812,103.894165380603,DBS NTUC KANG KAR MALL,DBS NTUC KANG KAR MALL,538767
5 TANJONG PAGAR PLAZA ,1.27624052001347,103.843006115698,NIL,5 TANJONG PAGAR PLAZA SINGAPORE 081005,081005
302 TIONG BAHRU ROAD ,1.28633177192832,103.827550771424,DBS POSB TIONG BAHRU PLAZA,DBS POSB TIONG BAHRU PLAZA,168732
201D TAMPINES STREET 21 ,1.35226231425316,103.953586491358,NIL,201D TAMPINES STREET 21 SINGAPORE 524201,524201
19 TOH GUAN ROAD EAST ,1.33833282914969,103.753535227945,TOH GUAN DORMITORY,TOH GUAN DORMITORY,608568
11 KRANJI CLOSE ,1.42816791062135,103.752608291345,NIL,11 KRANJI CLOSE SINGAPORE 737673,737673
19 SHELFORD ROAD ,1.32686143130016,103.812305598569,NIL,19 SHELFORD ROAD SINGAPORE 288408,288408
21 GHIM MOH ROAD ,1.31010302594118,103.788545950724,NIL,21 GHIM MOH ROAD SINGAPORE 270021,270021
9 TAMPINES STREET 32 ,1.35459392882388,103.960153484359,FC/MARKET,FC/MARKET,529286
350 ORCHARD ROAD ,1.30586800624384,103.831518269245,SHAW THEATRES LIDO,SHAW THEATRES LIDO,238868
48 TOH GUAN ROAD EAST ,1.33677373268472,103.75436219411,ENTERPRISE HUB,ENTERPRISE HUB,608586
108 PUNGGOL FIELD ,1.39649861628108,103.908866307025,UOB PUNGGOL FIELD,UOB PUNGGOL FIELD,820108
159 BUKIT BATOK STREET 11 ,1.34857537707331,103.742708640493,JUST KIDS LEARNING PLACE PTE LTD,JUST KIDS LEARNING PLACE PTE LTD,650159
7 GREENDALE AVENUE,1.33166476661284,103.807033788637,GREENDALE COURT,GREENDALE COURT,289504
15 DEMPSEY ROAD,1.30518823313112,103.810314282281,DEMPSEY CLUSTER (TANGLIN VILLAGE),DEMPSEY CLUSTER (TANGLIN VILLAGE),249675
448 GEYLANG ROAD,1.31317460794729,103.8836465666,GEYLANG CONSERVATION AREA,GEYLANG CONSERVATION AREA,389407
399 YUNG SHENG ROAD,1.33484487471259,103.720462024278,DBS NTUC TAMAN JURONG SHOPPING CENTRE,DBS NTUC TAMAN JURONG SHOPPING CENTRE,610399
12 MARINA VIEW ,1.27836304614879,103.850957393439,THE WESTIN SINGAPORE,THE WESTIN SINGAPORE,018961
6 EU TONG SEN STREET ,1.2888737988701,103.846797382693,NANYANG INSTITUTE OF MANAGEMENT,NANYANG INSTITUTE OF MANAGEMENT,059817
808 FRENCH ROAD ,1.3088060941423,103.861311954595,KITCHENER COMPLEX,KITCHENER COMPLEX,200808
1 FUSIONOPOLIS WAY ,1.29929406596036,103.787404058784,SPRING SINGAPORE (TECHNOLOGY INNOVATION DIVISION),SPRING SINGAPORE (TECHNOLOGY INNOVATION DIVISION),138632
12 KALLANG AVENUE ,1.30971120678144,103.864326436447,DBS APERIA BRANCH,DBS APERIA BRANCH,339511
159A HOUGANG STREET 11 ,1.35209060355776,103.879314590828,FOOD CENTRE,FOOD CENTRE,531159
41 SUNSET WAY ,1.32355286918436,103.767515486547,CLEMENTI ARCADE,CLEMENTI ARCADE,597071
5 BANDA STREET ,1.28119737026913,103.843437320613,NIL,5 BANDA STREET SINGAPORE 050005,050005
845 YISHUN STREET 81 ,1.416079404249,103.835019190337,DBS YISHUN STREET 81,DBS YISHUN STREET 81,760845
182 WOODLANDS STREET 13 ,1.43515895067377,103.776023343198,MARSILING GREENVIEW,MARSILING GREENVIEW,730182
78 SERANGOON GARDEN WAY ,1.36428136996969,103.86513393838,SERANGOON GARDEN ESTATE,SERANGOON GARDEN ESTATE,555974
256 BANGKIT ROAD ,1.37904775889844,103.773004042544,BUKIT PANJANG NEIGHBOURHOOD CENTRE,BUKIT PANJANG NEIGHBOURHOOD CENTRE,670256
13 STAMFORD ROAD ,1.29307884763132,103.851261982149,CAPITOL PIAZZA,CAPITOL PIAZZA,178905
211 HOLLAND AVENUE ,1.31025542158588,103.795350441035,MINDCHAMPS PRESCHOOL @ HOLLAND V PTE. LTD.,MINDCHAMPS PRESCHOOL @ HOLLAND V PTE. LTD.,278967
6 POTONG PASIR AVENUE 2 ,1.33258296864442,103.867139786368,DBS POTONG PASIR BRANCH,DBS POTONG PASIR BRANCH,358361
866A TAMPINES STREET 83 ,1.35539306251992,103.934429348334,DBS NTUC TAMPINES CENTRAL COMMUNITY CLUB,DBS NTUC TAMPINES CENTRAL COMMUNITY CLUB,521866
410 CHOA CHU KANG AVENUE 3 ,1.38062798768557,103.741520103731,KEAT HONG LAUREL,KEAT HONG LAUREL,680410
533 CHOA CHU KANG STREET 51 ,1.39207387937105,103.743099576162,CHERIE HEARTS HOLDINGS PTE. LTD.,CHERIE HEARTS HOLDINGS PTE. LTD.,680533
3 YUAN CHING ROAD ,1.32554465969069,103.725574633362,NIL,3 YUAN CHING ROAD SINGAPORE 618642,618642
573 WOODLANDS DRIVE 16 ,1.43109807246887,103.798507621177,WOODLANDS GLEN,WOODLANDS GLEN,730573
60 PAYA LEBAR ROAD ,1.31881486980278,103.892580778242,OCBC PAYA LEBAR SQUARE,OCBC PAYA LEBAR SQUARE,409051
460 ALEXANDRA ROAD,1.2734502483595,103.801682844021,DBS ALEXANDRA BRANCH,DBS ALEXANDRA BRANCH,119963
587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513,DBS NTUC CORONATION SHOPPING PLAZA,DBS NTUC CORONATION SHOPPING PLAZA,269707
142 TECK WHYE LANE ,1.38079049641025,103.75195441174,NIL,142 TECK WHYE LANE SINGAPORE 680142,680142
1 WOODLANDS ROAD ,1.38055127973087,103.760106974822,MINDCHAMPS PRESCHOOL @JUNCTION 10 PTE LIMITED,MINDCHAMPS PRESCHOOL @JUNCTION 10 PTE LIMITED,677899
671 EDGEFIELD PLAINS ,1.40566048045603,103.911991277154,WATERWAY BANKS,WATERWAY BANKS,820671
10 WOODLANDS INDUSTRIAL PARK E1,1.45334363120531,103.795682398584,NIL,10 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757733,757733
140 TECK WHYE LANE ,1.38001805825626,103.753148377762,NIL,140 TECK WHYE LANE SINGAPORE 680140,680140
293 YISHUN STREET 22 ,1.43611425409216,103.837605235958,NIL,293 YISHUN STREET 22 SINGAPORE 760293,760293
108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384,SUNSET WAY RESIDENCE,SUNSET WAY RESIDENCE,120108
468B ADMIRALTY DRIVE ,1.45000861656514,103.814110899773,BLUE RIVERVIEW,BLUE RIVERVIEW,752468
90 BRAS BASAH ROAD ,1.29309408587041,103.855583933723,DBS ESPLANADE MRT STATION,DBS ESPLANADE MRT STATION,189562
3 IRVING ROAD ,1.33579982244774,103.886875022095,TAI SENG CENTRE,TAI SENG CENTRE,369522
19 SERANGOON NORTH AVENUE 5 ,1.37565390082777,103.872017821492,SERANGOON NORTH AMENITY CENTRE,SERANGOON NORTH AMENITY CENTRE,554913
